,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
27,32078935,"32079082, 32079103",0.01733846164245591,0.012728391139471532,0.00830759039320792,0.47914230019493176,37.643587075909515,0.008086899671666016,1.8954728119215984,0.990610716129817
22,"32079082, 32079103",32078935,0.012728391139471532,0.01733846164245591,0.00830759039320792,0.6526818906001062,37.643587075909515,0.008086899671666016,2.829283909368892,0.9859850536460744
72,32842551,"32078795, 32079103",0.014681925414196583,0.009220141005968756,0.005062965992280497,0.34484346224677714,37.40110503988378,0.004927596569722489,1.512279588007755,0.9877651158335631
69,"32078795, 32079103",32842551,0.009220141005968756,0.014681925414196583,0.005062965992280497,0.5491202346041055,37.401105039883774,0.004927596569722489,2.1853233394065623,0.9823199505330404
12,32079082,32079103,0.01801442505931579,0.018899937135402233,0.012728391139471532,0.7065666041275798,37.38460075637402,0.012387919638320049,3.343518756437536,0.991105208850703
13,32079103,32079082,0.018899937135402233,0.01801442505931579,0.012728391139471532,0.6734620886981402,37.38460075637402,0.012387919638320049,3.0072636008041105,0.9919997512774428
134,32842551,"32079082, 32079103",0.014681925414196583,0.012728391139471532,0.006982702096162556,0.4755985267034991,37.36517219592966,0.006795824806810114,1.8826636825681018,0.987739020447883
131,"32079082, 32079103",32842551,0.012728391139471532,0.014681925414196583,0.006982702096162556,0.5485926712692512,37.36517219592965,0.006795824806810114,2.182769334641256,0.9857845612964088
31,32078795,32079082,0.013269161872959435,0.01801442505931579,0.00892271710255041,0.6724401426388181,37.32787143773315,0.00868368078039005,2.9978813119884338,0.986297710343602
30,32079082,32078795,0.01801442505931579,0.013269161872959435,0.00892271710255041,0.49530956848030017,37.327871437733144,0.00868368078039005,1.9551209543558088,0.991063811124628
11,32988382,31618405,0.011126357841513617,0.015391687001899457,0.006327017581808473,0.5686512758201702,36.94535080852372,0.006155764164440766,2.2826271594293996,0.9838799957723884
10,31618405,32988382,0.015391687001899457,0.011126357841513617,0.006327017581808473,0.41106719367588934,36.94535080852372,0.006155764164440766,1.6790941709134033,0.9881421698581523
94,31618475,31618405,0.012579679187762358,0.015391687001899457,0.007144933316208927,0.5679742074153682,36.9013615820849,0.00695131083156658,2.279049838917246,0.9852954293462355
95,31618405,31618475,0.015391687001899457,0.012579679187762358,0.007144933316208927,0.46420729029424684,36.9013615820849,0.00695131083156658,1.842914811876611,0.9881093995412652
29,32079103,32078795,0.018899937135402233,0.013269161872959435,0.009220141005968756,0.4878397711015736,36.76492726309399,0.008969354680730346,1.9266057426000036,0.9915402114489497
28,32078795,32079103,0.013269161872959435,0.018899937135402233,0.009220141005968756,0.694854814060112,36.76492726309398,0.008969354680730346,3.2151910240454167,0.9858819915184349
105,31618405,31618300,0.015391687001899457,0.01655434407889845,0.00915254466428277,0.5946420729029425,35.92060610005823,0.008897745381698617,2.4261167481390555,0.9873579303170755
104,31618300,31618405,0.01655434407889845,0.015391687001899457,0.00915254466428277,0.5528787260106166,35.92060610005823,0.008897745381698617,2.202105715554656,0.9885252125947516
8,32988382,34129942,0.011126357841513617,0.015614754929463218,0.006178305630099299,0.5552855407047388,35.56159179014586,0.006004570279146553,2.213522012822546,0.9828149244872338
9,34129942,32988382,0.015614754929463218,0.011126357841513617,0.006178305630099299,0.3956709956709957,35.56159179014586,0.006004570279146553,1.6363167001333119,0.9872961615508246
75,32078935,32078970,0.01733846164245591,0.012525602114413567,0.0076045884396736445,0.43859649122807015,35.01600060594011,0.00738741376786422,1.758938771233701,0.9885821203533004
74,32078970,32078935,0.012525602114413567,0.01733846164245591,0.0076045884396736445,0.6071235833783054,35.0160006059401,0.00738741376786422,2.5011975694732542,0.9837638618876811
7,32988382,31618300,0.011126357841513617,0.01655434407889845,0.006414892826000257,0.5765492102065614,34.82766864447859,0.006230703269946891,2.322455594901195,0.9822156798077283
6,31618300,32988382,0.01655434407889845,0.011126357841513617,0.006414892826000257,0.38750510412413236,34.82766864447859,0.006230703269946891,1.6145010330974223,0.9876368773696276
